editTopo.py edits file version 1
#
# This file can be used as an argument for editTopo.py --apply
#
# Grid-landmask alignment
# created: Thu Aug  21 2025
# by: minghangli-uni
# For grids generated after `2025.05.15/ocean_hgrid.nc` , generated using: https://github.com/ACCESS-NRI/ocean_model_grid_generator/commit/f95a0c99a32fb1bc51c9d6e400e535780c43ae7e or later,
# the land mask is shifted by +10 indices in j from 1142 to 1152.
# It preserves the wet cells after the grid shift but provides flexibility for layout options and supports half-resolution diagnostics.
# More info can be found here: https://github.com/ACCESS-NRI/ocean_model_grid_generator/issues/5
#
# created: Fri Nov  1 12:56:59 2024
# by: ek4684
# via: editTopo.py /g/data/tm70/ek4684/domain-tools/C-grid-workflow/fill_fraction_0.5/topog_new_fillfraction.nc --overwrite
#
#    i    j  old  new
 1235   747 0.0 65.28469848632812
 1227   744 0.0 56.118499755859375
#
# Edits to remove some wet points on W Africa coast https://github.com/COSIMA/access-om3/issues/252
# created: Tue Jan 14 15:19:25 2025
# by: aek156
# via: /g/data/tm70/ek4684/topogtools/editTopo.py topog.nc
#
#    i    j  old                new
 1056   641 5.062045574188232 0.0
 1056   642 5.062045574188232 0.0
 1056   643 5.062045574188232 0.0
 1057   643 5.062045574188232 0.0
# 
# Edits to remove some wet points on Persian Gulf and Red sea https://github.com/COSIMA/access-om3/issues/286
# created: Thu Mar 13 12:26:31 2025
# by: ek4684
# via: bathymetry-tools/editTopo.py topog.nc
#
#    i    j  old                 new
 1322   670 11.739693641662598 0.0
 1322   671 12.747864723205566 0.0
 1322   672 11.92029857635498 0.0
 1321   672 6.958303928375244 0.0
#
# These edits deepen the outlet of the Persian Gulf by copying data from OM2 topography https://github.com/COSIMA/access-om3/issues/286
# created: Tue Mar 25 10:33:29 2025
# by: ek4684
# via: ./bathymetry-tools/editTopo.py --overwrite --apply edit_topog.txt --output topog_new_fillfraction_edited.nc ./topography_intermediate_output/topog_new_fillfraction.nc
#    i    j  old                 new
 1342   676 32.901649475097656 71.12999725341797
 1342   675 73.27232360839844 71.12999725341797
 1342   674 70.38363647460938 71.12999725341797
 1343   675 80.29905700683594 71.12460327148438
 1343   676 55.58418273925781 71.12460327148438
 1344   677 53.49838638305664 71.12999725341797
 1346   677 58.60493469238281 82.1500015258789
 1344   675 82.1461410522461 71.12460327148438
 1345   675 55.569393157958984 82.1500015258789
 1341   676 8.791759490966797 71.12999725341797
 1341   675 60.32010269165039 71.12999725341797
 1341   674 81.59011840820312 71.12999725341797
 1340   675 64.24589538574219 71.12999725341797
 1340   674 78.32098388671875 71.12999725341797
 1339   674 82.59752655029297 71.12999725341797
 1338   674 83.95894622802734 71.12999725341797
 1337   674 79.5197525024414 71.12460327148438
 1345   674 0.0 50.53445816040039
 1347   677 43.375614166259766 82.1500015258789
 1347   676 58.68363952636719 82.1500015258789
 1347   675 72.5103759765625 92.86747741699219
 1348   676 0.0 40.46738815307617
 1346   675 103.19550323486328 92.86747741699219
 1340   676 9.428086280822754 40.46738815307617
 1342   677 0.0 40.46738815307617
 1341   677 0.0 40.46738815307617
 1340   677 0.0 40.46738815307617
 1339   677 0.0 40.355926513671875
 1343   677 0.0 40.46738815307617
 1343   674 52.908023834228516 40.355926513671875
 1342   673 35.15647888183594 40.355926513671875
 1342   672 11.554962158203125 40.355926513671875
 1341   672 25.29598617553711 40.46738815307617
 1340   672 27.863269805908203 40.46738815307617
 1339   672 39.59938049316406 40.355926513671875
 1341   673 46.234256744384766 40.355926513671875
 1340   673 49.62862014770508 40.355926513671875
 1339   673 60.78981018066406 50.53445816040039
 1338   673 62.67745590209961 60.7818489074707
 1337   673 66.94999694824219 60.7818489074707
 1336   673 70.6342544555664 60.7818489074707
 1341   671 14.395986557006836 40.46738815307617
 1340   671 21.07878875732422 40.46738815307617
 1339   671 26.84969711303711 40.46738815307617
 1338   671 29.256969451904297 40.46738815307617
 1338   672 47.43579864501953 40.355926513671875
 1338   677 0.0 40.355926513671875
 1337   676 33.699676513671875 60.7818489074707
 1337   677 0.0 40.46738815307617
 1344   678 0.0 40.46738815307617
 1345   678 29.37400245666504 50.53445816040039
 1346   678 35.485687255859375 50.53445816040039
 1347   678 18.42201042175293 40.355926513671875
 1348   675 0.0 40.46738815307617
 1348   674 49.717838287353516 71.12460327148438
 1348   673 90.50524139404297 114.42678833007812
 1347   673 101.17160034179688 114.42678833007812
 1345   673 0.0 50.53445816040039
# These edits deepen the outlet of the Red Sea by copying data from previous topography
#    i    j  old                 new
 1293   616 103.25238037 138.57469177
